"","site_ID","transect","transect_bearing","observer","observer_no","date","obs_time","lat","long","waypoint_ID","species","n_animals","left_or_right","right_angle","bearing_to_animal","distance_to_animal","distance_on_transect","obs_type","behavior","tree_species","comments","seen_by_obs1","seen_by_obs2","seen_by_both","time"
"123","Quodpod",3,89,"JJ",2,2024-01-25,0.0618055555555556,-37.408457994,145.608952967,"QUA T3 JJ 1","Common ringtail possum",1,"left","No","5","5","125","seen","idle","Smoothbark Gum",NA,"0","1","0",1.48333333333333
"124","Troop",1,310,"CT",2,2023-07-17,0.865277777777778,-37.575043,145.700185,"Trp_CT_2","Southern greater glider",1,"R","No","76","75","485","seen","Watching observer","Peppermint","B/W","0","1","0",20.7666666666667
"125","Kinglake",1,243,"OLM",1,2024-02-06,0.964583333333333,-37.4434,145.324393,"KL 1 OLM 1","Southern greater glider",2,"Right","No","30","12","10","seen","idle","Peppermint Gum",NA,"1","1","1",23.15
"126","Kinglake",1,243,"OLM",1,2024-02-06,0.984722222222222,-37.4442,145.322754,"KL 1 OLM 3","Southern greater glider",1,"Left","Yes","140","8","175","seen","idle","Peppermint Gum",NA,"1","1","1",23.6333333333333
"127","Castella",3,152,"OLM",1,2023-09-14,0.805555555555555,-37.4943610187619,145.432994021102,"CAS3 OLM 1","Southern greater glider",1,"right ","yes","36","40","300","seen","idle","Eucalyptus, stringy bark",NA,"1","1","1",19.3333333333333
"128","Castella",2,305,"OLM",1,2023-09-14,0.8375,-37.492904998362,145.433380007743,"CAS2 OLM3","Southern greater glider",1,"left ","no","127","20","140","seen","idle","Eucalyptus, stringy bark",NA,"1","1","1",20.1
"129","Castella",2,305,"OLM",1,2023-09-14,0.853472222222222,-37.4940109904855,145.433602966368,"CAS2 OLM 4","Southern greater glider",2,"right ","yes","263","50","280","seen","idle","Eucalyptus, stringy bark",NA,"1","1","1",20.4833333333333
"130","297-806-0001",1,130,"OLM",1,2024-01-18,0.902083333333333,-37.48687163,145.4356581,"297 1 OLM 1","Southern greater glider",1,"right","No","135","20","60","seen","moving","Peppermint Gum",NA,"1","1","1",21.65
"131","297-806-0001",2,312,"OLM",1,2024-01-18,0.964583333333333,-37.48759078,145.4361973,"297 2 OLM 1","Common ringtail possum",1,"right","Yes","0","1","100","seen","moving","Stringybark",NA,"1","1","1",23.15
"132","297-806-0001",2,312,"OLM",1,2024-01-18,0.996527777777778,-37.4867335,145.4347562,"297 2 OLM 3","Southern greater glider",1,"right","No","19","20","500","seen","idle","Peppermint Gum",NA,"1","0","1",23.9166666666667
"133","299-510-0007",1,152,"DL",1,2024-02-16,0.974305555555556,-37.51253399,145.598766,"YEL T1 DL 03","Mountain brushtail possum",1,"Right","Yes","228","5","70","seen","staring","Silver Wattle",NA,"1","1","1",23.3833333333333
"134","299-510-0007",3,156,"DL",1,2024-02-16,0.8875,-37.51376898,145.59809,"YEL T3 DL 01","Southern greater glider",1,"Left","Yes","74","50","150","seen","staring","Gum",NA,"1","1","1",21.3
"135","299-944-0002",1,340,"JLI",1,2024-01-31,0.879861111111111,-37.5109619647264,145.604230016469,"NAR T1 JLI 1","Southern greater glider",1,"Left","No","312","20","108","seen","moving","Stringybark/Hollow","Emerging from hollow","1","1","1",21.1166666666667
"136","299-944-0002",1,340,"JLI",1,2024-01-31,0.909722222222222,-37.5081400293856,145.603092005476,"NAR T1 JLI 2","Southern greater glider",1,"right","Yes","16","15","430","seen","idle","Stringybark",NA,"1","1","1",21.8333333333333
"137","299-944-0002",3,340,"JLI",1,2024-01-31,0.959027777777778,-37.5109290238469,145.605464000254,"NAR T3 JLI 1","Southern greater glider",1,"Left","Yes","236","25","69","seen","Feeding","Peppermint","Flowering","1","1","1",23.0166666666667
"138","299-944-0002",3,340,"JLI",1,2024-01-31,0.965277777777778,-37.5103680230677,145.605186978355,"NAR T3 JLI 3","Southern greater glider",1,"Left","No","182","25","130","seen","Idle","Peppermint",NA,"1","1","1",23.1666666666667
"139","299-944-0002",3,340,"JLI",1,2024-01-31,0.994444444444444,-37.5072429981082,145.604026000946,"NAR T3 JLI 5","Southern greater glider",1,"right","No","270","20","500","seen","idle","Peppermint",NA,"1","1","1",23.8666666666667
"140","Babbington",3,270,"OLM",1,2024-01-15,0.907638888888889,-37.38225801,144.247307,"BABB3 OLM 1","Common ringtail possum",1,"L","Y","336","10","330","seen","Idle","Eucalyptus, smooth gum",NA,"1","1","1",21.7833333333333
"141","Babbington",3,270,"OLM",1,2024-01-15,0.925694444444444,-37.38226698,144.248492,"BABB3 OLM 3","Southern greater glider",1,"R","N","95","25","180","seen","Idle","Eucalyptus, smooth gum",NA,"1","1","1",22.2166666666667
"142","Boola",1,233,"OLM",1,2024-02-14,0.992361111111111,-38.0839,146.4571,"BOO1 OLM 1","Common ringtail possum",3,"left","No","230","15","400","seen","idle","Stringybark Gum",NA,"1","1","1",23.8166666666667
"143","Coliban",1,225,"CT",1,2023-08-15,0.798611111111111,-37.343442,144.26542,"COL1_CT_1","Common brushtail possum",3,"right","yes","300","3","30","seen","idle","unknown dead",NA,"1","1","1",19.1666666666667
"144","Coliban",1,225,"CT",1,2023-08-15,0.823611111111111,-37.344109,144.263788,"COL1_CT_3","Common brushtail possum",1,"left","no","154","8","200","seen","idle","stringy bark",NA,"1","1","1",19.7666666666667
"145","Coliban",1,225,"CT",1,2023-08-15,0.831944444444444,-37.344663,144.262172,"COL1_CT_4","Common ringtail possum",2,"right","no","294","5","350","seen","idle","acacia spp",NA,"1","1","1",19.9666666666667
"146","Coliban",2,60,"CT",1,2023-08-15,0.8625,-37.344714,144.263262,"COL2_CT_6","Common ringtail possum",1,"left","no","86","1","320","seen","idle","messmate",NA,"1","1","1",20.7
"147","Davis",2,152,"CKL",1,2024-02-01,0.934027777777778,-37.8911049943417,145.915941009297,"DAV2 CKL 1","Southern greater glider",2,"left","no","43","60",NA,"seen","Idle","Peppermint Gum",NA,"1","1","1",22.4166666666667
"148","Davis",3,334,"CKL",1,2024-02-01,0.975,-37.8909879829734,145.916553977876,"DAV3 CKL 2","Southern greater glider",1,"left","Yes","256","40",NA,"seen","Active","Stringy",NA,"1","1","1",23.4
"149","Davis",3,334,"CKL",1,2024-02-01,0.979861111111111,-37.8921669814735,145.916157010942,"DAV3 CKL 3","Southern greater glider",2,"left","Yes","220","40",NA,"seen","Idle","Peppermint Gum",NA,"1","1","1",23.5166666666667
"150","300-910-0007",2,262,"OLM",1,2024-02-02,0.955555555555556,-37.5151,145.5728,"DLR2 T2 OLM 1","Southern greater glider",1,"right","Yes","140","40","115","seen","idle","Gum",NA,"1","0","1",22.9333333333333
"151","Gags",2,184,"OLM",1,2024-01-22,0.490277777777778,-37.48549456,145.4618813,"GAG2_OLM_1","Southern greater glider",1,"left","No","340","20","25","seen","moving","Eucalyptus ",NA,"1","1","1",11.7666666666667
"152","Ginters",1,95,"KA",1,2023-07-25,0.771527777777778,-37.259232038632,145.586605975404,"GLI1 KA 1","Southern greater glider",1,"left","No","40","0","38","seen","Staring at observer","Stringybark",NA,"1","1","1",18.5166666666667
"153","Mash",1,48,"OLM",1,2024-01-24,0.0423611111111111,-37.48828182,145.43189621,"MASH_1_OLM_2","Southern greater glider",2,"left","No","360","20","335","seen","moving","Peppermint Gum",NA,"1","1","1",1.01666666666667
"154","Mash",1,48,"OLM",1,2024-01-24,0.0590277777777778,-37.48579236,145.43514905,"MASH_1_OLM_3","Southern greater glider",1,"left","No","68","25","500","seen","moving","Peppermint Gum",NA,"1","1","1",1.41666666666667
"155","Mash",2,230,"OLM",1,2024-01-23,0.969444444444444,-37.48615461,145.43391998,"MASH_2_OLM_1","Southern greater glider",2,"right","No","168","25","115","seen","moving","Peppermint Gum",NA,"1","1","1",23.2666666666667
"156","Mash",2,230,"OLM",1,2024-01-23,0.976388888888889,-37.48614215,145.43366011,"MASH_2_OLM_2","Southern greater glider",2,"right","Yes","315","20","130","seen","idle","Peppermint Gum",NA,"1","1","1",23.4333333333333
"157","Mash",3,47,"OLM",1,2024-01-23,0.934722222222222,-37.48579316,145.43316974,"MASH_3_OLM_1","Southern greater glider",1,"right","No","113","25","375","seen","moving","Peppermint Gum",NA,"1","1","1",22.4333333333333
"158","Mohican_1",1,164,"OLM",1,2024-02-01,0.928472222222222,-37.3679,145.6631,"MOH1 T1 OLM 4","Common ringtail possum",2,"right","Yes","260","3","475","seen","idle","Peppermint Gum",NA,"1","1","1",22.2833333333333
"159","Mohican_3",1,160,"EW",1,2023-03-08,0.781944444444444,-37.353477,145.638615,"MOI_1_EW_1","Common ringtail possum",1,"Left","Yes","286","14","190m","seen","Climbing","Messmate","Low in canopy","1","1","1",18.7666666666667
"160","Mohican_3",3,160,"EW",1,2023-03-08,0.854861111111111,-37.353022,145.639966,"MOI_3_EW_3","Common ringtail possum",1,"Right","No","12","10","220m","seen","Idle","Messmate",NA,"1","0","1",20.5166666666667
"161","Narbethong",1,170,"CT",1,2023-02-08,0.8625,-37.528611,145.588234,"NAR1 CT 3","Mountain brushtail possum",2,"left","yes","180","10","300","seen","Idle","Acacia Spp",NA,"1","1","1",20.7
"162","Osborne",2,340,"OLM",1,2023-08-23,0.825694444444444,37.36453,144.2288,"OSB2 OLM 4","Southern greater glider",1,"Left","No","262","25","0.22","seen","Idle","Stringybark",NA,"1","1","1",19.8166666666667
"163","Osborne",3,135,"OLM",1,2023-08-23,0.859027777777778,37.36454,144.2288,"OSB3 OLM 5","Southern greater glider",1,"Left","No","80","1","0.22","seen","Idle","Stringybark",NA,"1","1","1",20.6166666666667
"164","Quodpod",1,88,"OLM",1,2024-01-24,0.914583333333333,-37.407755004,145.607609013,"QUA1 OLM 1","Common ringtail possum",1,"right","No","156","30","0","seen","idle","Gum",NA,"1","1","1",21.95
"165","Quodpod",2,268,"OLM",1,2024-01-24,0.999305555555556,-37.408016017,145.610390967,"QUA2 OLM 2","Common ringtail possum",1,"left","No","196","30","225","seen","idle","Stringybark Gum",NA,"1","1","1",23.9833333333333
"166","Quodpod",2,268,"OLM",1,2024-01-25,0.00208333333333333,-37.408035966,145.610288037,"QUA2 OLM 3","Common ringtail possum",2,"right","No","156","90","235","seen","idle","Gum",NA,"1","1","1",0.05
"167","Quodpod",3,89,"OLM",1,2024-01-25,0.0604166666666667,-37.408389011,145.609036032,"QUA3 OLM 2","Common ringtail possum",1,"left","No","340","8","135","seen","idle","Gum",NA,"1","1","1",1.45
"168","Quodpod",3,89,"OLM",1,2024-01-25,0.0694444444444444,-37.408552961,145.60936301,"QUA3 OLM 3","Mountain brushtail possum",2,"left","No","41","10","160","seen","moving","Gum",NA,"1","1","1",1.66666666666667
"169","Quodpod",3,89,"OLM",1,2024-01-25,0.08125,-37.40854701,145.609915964,"QUA3 OLM 4","Common ringtail possum",2,"right","No","141","8","210","seen","idle","Gum",NA,"1","1","1",1.95
"170","Quodpod",3,89,"OLM",1,2024-01-25,0.104166666666667,-37.408538964,145.612086039,"QUA3 OLM 5","Common ringtail possum",1,"right","Yes","151","100","400","seen","idle","Gum",NA,"1","1","1",2.5
"171","Troop",1,310,"KA",1,2023-07-17,0.826388888888889,-37.577877966687,145.702362991869,"Trp_KA_4","Southern greater glider",2,"L","Yes","201","13","116","seen","Idle. Looking at me","Peppermint ","B/W","1","1","1",19.8333333333333
"172","Troop",2,145,"KA",1,2023-07-17,0.868055555555556,-37.5757779646664,145.699859987944,"Trp_KA_8","Southern greater glider",3,"L","Yes","27","6","70","seen","All looking at me","Peppermint ","B/W","1","1","1",20.8333333333333
"173","Troop",2,313,"KA",1,2023-07-17,0.902083333333333,37.57899402,145.701842,"Trp_KA_17","Southern greater glider",1,"L","Yes","239","2","24","seen","looking at me ","Peppermint ","B/W","1","1","1",21.65
"174","Troop",3,310,"KA",1,2023-07-17,0.927777777777778,-37.5755860190838,145.698791965842,"Trp_KA_21","Southern greater glider",2,"R","Yes","24","2","500","seen","Looking at me","Peppermint ","B/W","1","1","1",22.2666666666667
"175","United",2,300,"OLM",1,2024-02-07,0.933333333333333,-37.9447,146.2843,"UNI T2 OLM 1","Common ringtail possum",1,"left","Yes","170","5","40","seen","moving","Tall shrub","Waypoint from CB missing - GPS corrupt","1","1","1",22.4
"176","Yellowdindi",1,278,"KA",1,2023-07-19,0.802083333333333,-37.478346,145.560112,"YEL-KA-O2","Sugar glider",1,"L","N","248","10","247","seen","Idle","Mountain Ash",NA,"1","1","1",19.25
